item,itemLabel,startDate,endDate,sourceDate,psid
Q113970806,Carlos Vargas Pagán,1999,2000,2022-09-14,Q113970806-B1A3099C-AD63-43CA-8C0B-6FA305721EAE
Q106102414,Rina Contreras López,2000,2001,2022-09-14,Q106102414-87D1B9A1-0493-4962-9DFB-CFCAC1977ABE
Q113970811,Ovidio Pacheco Salazar,2001,2002,2022-09-14,Q113970811-ACF82C93-86FC-47CD-96D1-D7503FBF54EB
Q113970812,Rolando Laclé Castro,2002,2003,2022-09-14,Q113970812-D12AFC5D-F9C2-4251-9FC3-E062DE238B97
Q26996248,Mario Redondo Poveda,2003,2004,2022-09-14,Q26996248-2B9241DC-04B3-40C2-9B66-187A65DF4388
Q113970807,Gerardo González Esquivel,2004,2006,2022-09-14,Q113970807-5F016D1E-8308-42F4-A1C7-6A559FF1DC48
Q17540834,Francisco Antonio Pacheco Fernández,2006,2010,2022-09-14,Q17540834-D9931692-5E66-4A77-A136-FFC12C40C915
Q5983547,Luis Gerardo Villanueva Monge,2010,2011,2022-09-14,Q5983547-3DDFF9C9-2C96-420F-AFF0-7D33A9A08B96
Q5390645,Juan Carlos Mendoza García,2011,2012,2022-09-14,Q5390645-87795022-88F3-447D-B180-E97606DB4F40
Q6165476,Víctor Emilio Granados Calvo,2012,2013,2022-09-14,Q6165476-77F06E93-C120-47BD-900E-03611747DE1D
Q113970810,Luis Fernando Mendoza Jiménez,2013,2014,2022-09-14,Q113970810-FEA0142A-568A-4A9D-9EFE-7E7637DFD749
Q16730301,Henry Mora Jiménez,2014,2015,2022-09-14,Q16730301-F830D932-06D6-4147-88A7-4D81C3372F43
Q28501766,Rafael Ortiz Fábrega,2015,2016,2022-09-14,Q28501766-568E4FE0-DD60-4FC3-887C-D250B47084A9
Q2857521,Antonio Álvarez Desanti,2016,2017,2022-09-14,Q2857521-2E087CD6-B3DA-4A19-984B-5FF17FBF7FFD
Q113970809,Gonzalo Alberto Ramírez Zamora,2017,2018,2022-09-14,Q113970809-9CC4753E-6A9A-4FD5-985E-414D94AB0AD7
Q52768193,Carolina Hidalgo Herrera,2018,2019,2022-09-14,Q52768193-BF84541C-0C95-417E-B7DC-2506C3D55369
Q54848004,Carlos Ricardo Benavides Jiménez,2019-05-01,2020-04-30,2022-09-14,Q54848004-C3430882-6895-473E-90FD-B6D140852950
Q96104614,Eduardo Cruickshank Smith,2020-05-01,2021-04-30,2022-09-14,Q96104614-CB249A5F-B2A3-4FE1-A045-29F9731B2F4E
Q90961464,Silvia Vanessa Hernández Sánchez,2021-05-01,2022-04-30,2022-09-14,Q90961464-641F8F0C-00A7-4F77-B2C4-C666062A5FC7
Q6110636,Rodrigo Arias Sánchez,2022-05-01,,,Q6110636-C9C1C55E-313D-4240-B3E5-1E3F3213711A
